Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
46,Thursday May 26,boxscore,ARI,,LAD,L,1,14,,23-23,4,8.0,Bruihl,Castellanos,,3:21,N,17057,.94,-,
47,Friday May 27,boxscore,ARI,,LAD,L,4,6,,23-24,4,9.0,Graterol,Bumgarner,,3:11,N,24865,.84,--,
48,Saturday May 28,boxscore,ARI,,LAD,L,2,3,,23-25,4,10.0,Gonsolin,Kelly,Hudson,3:12,D,30819,.78,---,
49,Sunday May 29,boxscore,ARI,,LAD,L,1,3,,23-26,4,11.0,Anderson,Davies,Kimbrel,2:47,D,30482,.72,----,
50,Monday May 30,boxscore,ARI,,ATL,W,6,2,,24-26,4,10.0,Gallen,Strider,,2:53,N,20735,.65,+,
51,Tuesday May 31,boxscore,ARI,,ATL,W-wo,8,7,10,25-26,4,9.0,Melancon,Stephens,,3:35,N,12686,.67,++,
52,Wednesday Jun 1,boxscore,ARI,,ATL,L,0,6,,25-27,4,9.0,Wright,Bumgarner,,2:59,D,12370,.75,-,
53,Friday Jun 3,boxscore,ARI,@,PIT,W,8,6,,26-27,4,9.5,Kelly,Brubaker,Melancon,3:15,N,16444,.71,+,
54,Saturday Jun 4,boxscore,ARI,@,PIT,L-wo,1,2,,26-28,4,9.5,Stratton,Melancon,,2:46,D,19149,.76,-,
55,Sunday Jun 5,boxscore,ARI,@,PIT,L,0,3,,26-29,4,9.5,Thompson,Gallen,Bednar,2:56,D,11796,.70,--,
56,Monday Jun 6,boxscore,ARI,@,CIN,L,0,7,7,26-30,4,10.0,Greene,Bumgarner,,2:13,N,9485,.61,---,
57,Tuesday Jun 7,boxscore,ARI,@,CIN,L,8,14,,26-31,4,10.0,Ashcraft,Gilbert,,3:12,N,11512,.56,----,
58,Wednesday Jun 8,boxscore,ARI,@,CIN,W,7,0,,27-31,4,10.0,Kelly,Minor,,3:18,N,11957,.53,+,
59,Thursday Jun 9,boxscore,ARI,@,CIN,W,5,4,,28-31,4,10.0,Melancon,Santillan,Kennedy,3:29,D,13167,.57,++,
60,Friday Jun 10,boxscore,ARI,@,PHI,L,5,7,,28-32,4,10.0,Gibson,Gallen,Knebel,3:24,N,37423,.66,-,
61,Saturday Jun 11,boxscore,ARI,@,PHI,L,0,4,,28-33,4,10.0,Wheeler,Bumgarner,,2:56,D,30820,.63,--,
62,Sunday Jun 12,boxscore,ARI,@,PHI,W,13,1,,29-33,4,9.0,Weaver,Suárez,,3:50,D,41218,.56,+,
63,Monday Jun 13,boxscore,ARI,,CIN,L,4,5,,29-34,4,9.5,Minor,Kelly,Strickland,3:20,N,13735,.55,-,
64,Tuesday Jun 14,boxscore,ARI,,CIN,L,3,5,12,29-35,4,10.5,Cessa,Poppen,Kuhnel,3:41,N,15081,.46,--,
65,Wednesday Jun 15,boxscore,ARI,,CIN,W,7,4,,30-35,4,10.5,Ramirez,Warren,,2:50,D,14917,.42,+,
66,Friday Jun 17,boxscore,ARI,,MIN,W,7,2,,31-35,4,10.0,Bumgarner,Smeltzer,,2:40,N,26351,.43,++,
67,Saturday Jun 18,boxscore,ARI,,MIN,L,1,11,,31-36,4,10.5,Bundy,Weaver,,2:40,N,24338,.45,-,
68,Sunday Jun 19,boxscore,ARI,,MIN,W,7,1,,32-36,4,9.5,Kelly,Archer,,2:51,D,30690,.40,+,
69,Monday Jun 20,boxscore,ARI,@,SDP,L,1,4,,32-37,4,10.0,Darvish,Davies,Rogers,2:36,N,35430,.54,-,
70,Tuesday Jun 21,boxscore,ARI,@,SDP,L-wo,2,3,11,32-38,4,11.0,Hill,Kennedy,,3:55,N,31528,.41,--,
71,Wednesday Jun 22,boxscore,ARI,@,SDP,L,4,10,,32-39,4,12.0,Morejón,Bumgarner,Martinez,3:33,D,31024,.42,---,
72,Friday Jun 24,boxscore,ARI,,DET,L,1,5,,32-40,4,13.5,García,Kelly,,2:46,N,22064,.30,----,
73,Saturday Jun 25,boxscore,ARI,,DET,L,3,6,,32-41,4,13.5,Alexander,Mantiply,Soto,2:54,N,23129,.26,-----,
74,Sunday Jun 26,boxscore,ARI,,DET,W,11,7,,33-41,4,13.5,Wendelken,Vest,,3:36,D,22529,.22,+,
75,Tuesday Jun 28,boxscore,ARI,,SDP,W-wo,7,6,,34-41,4,12.0,Melancon,Rogers,,3:38,N,19904,.29,++,
76,Wednesday Jun 29,boxscore,ARI,,SDP,L,0,4,,34-42,4,13.0,Clevinger,Bumgarner,Martinez,3:12,D,20109,.35,-,
77,Friday Jul 1,boxscore,ARI,@,COL,W,9,3,,35-42,4,13.5,Kelly,Senzatela,,2:42,N,47588,.27,+,
78,Saturday Jul 2,boxscore,ARI,@,COL,L,7,11,,35-43,4,14.5,Gomber,Keuchel,,2:47,N,48331,.29,-,
79,Sunday Jul 3,boxscore,ARI,@,COL,L,5,6,,35-44,4,14.5,Bird,Ramirez,Bard,3:09,D,33479,.29,--,
80,Monday Jul 4,boxscore,ARI,,SFG,W,8,3,,36-44,4,14.5,Bumgarner,Rodón,,3:13,D,27752,.24,+,
81,Tuesday Jul 5,boxscore,ARI,,SFG,W,6,2,,37-44,4,14.5,Smith,Leone,,3:07,N,14467,.29,++,
82,Wednesday Jul 6,boxscore,ARI,,SFG,L,5,7,,37-45,4,15.5,Brebbia,Mantiply,Long,3:23,N,13445,.31,-,
83,Thursday Jul 7,boxscore,ARI,,COL,L,3,4,,37-46,4,16.5,Estévez,Melancon,Bard,2:57,N,11727,.24,--,
84,Friday Jul 8,boxscore,ARI,,COL,L,5,6,,37-47,4,17.5,Kuhl,Poppen,Colomé,3:28,N,15524,.21,---,
85,Saturday Jul 9,boxscore,ARI,,COL,W,9,2,,38-47,4,17.5,Bumgarner,Freeland,,3:03,D,21819,.17,+,
86,Sunday Jul 10,boxscore,ARI,,COL,L,2,3,,38-48,4,18.5,Márquez,Middleton,Bard,2:43,D,18126,.19,-,
87,Monday Jul 11,boxscore,ARI,@,SFG,W,4,3,,39-48,4,18.0,Kelly,Cobb,Melancon,3:46,N,25325,.16,+,
88,Tuesday Jul 12,boxscore,ARI,@,SFG,L,0,13,,39-49,4,18.0,Webb,Keuchel,,2:45,N,23353,.22,-,
89,Wednesday Jul 13,boxscore,ARI,@,SFG,L-wo,3,4,,39-50,5,19.0,Doval,Melancon,,3:05,D,27055,.18,--,
90,Friday Jul 15,boxscore,ARI,@,SDP,L,3,5,,39-51,5,20.5,Darvish,Bumgarner,Rogers,3:04,N,41302,.16,---,
91,Saturday Jul 16,boxscore,ARI,@,SDP,L,3,4,,39-52,5,21.5,Manaea,Ramirez,Rogers,3:02,N,42384,.12,----,
92,Sunday Jul 17,boxscore,ARI,@,SDP,W,3,1,,40-52,5,21.0,Kelly,Clevinger,Melancon,3:20,D,36428,.08,+,
93,Friday Jul 22,boxscore,ARI,,WSN,W,10,1,,41-52,5,21.5,Gallen,Corbin,,2:46,N,17819,.09,++,
94,Saturday Jul 23,boxscore,ARI,,WSN,W,7,2,,42-52,5,21.5,Bumgarner,Sánchez,,2:44,N,37802,.12,+++,
95,Sunday Jul 24,boxscore,ARI,,WSN,L,3,4,,42-53,5,22.5,Edwards,Mantiply,Finnegan,3:44,D,20278,.14,-,
96,Monday Jul 25,boxscore,ARI,,SFG,W,7,0,,43-53,5,21.5,Kelly,Junis,,2:43,N,16100,.14,+,
97,Tuesday Jul 26,boxscore,ARI,,SFG,W,7,3,,44-53,4,20.5,Kennedy,Rodón,,3:10,N,16989,.18,++,
98,Wednesday Jul 27,boxscore,ARI,,SFG,W,5,3,,45-53,4,20.5,Ramirez,Webb,Melancon,3:03,D,17043,.21,+++,
99,Friday Jul 29,boxscore,ARI,@,ATL,L,2,5,,45-54,4,22.0,Wright,Bumgarner,Jansen,2:40,N,41536,.22,-,
100,Saturday Jul 30,boxscore,ARI,@,ATL,L,2,6,,45-55,4,22.0,Anderson,Martin,,2:51,N,41682,.16,--,
101,Sunday Jul 31,boxscore,ARI,@,ATL,L-wo,0,1,,45-56,4,23.0,Jansen,Melancon,,2:52,D,39005,.11,---,
102,Monday Aug 1,boxscore,ARI,@,CLE,L-wo,5,6,11,45-57,4,24.0,Hentges,Melancon,,3:42,N,13707,.09,----,
103,Tuesday Aug 2,boxscore,ARI,@,CLE,W,6,3,,46-57,4,24.0,Gallen,McKenzie,Kennedy,2:50,N,14471,.06,+,
104,Wednesday Aug 3,boxscore,ARI,@,CLE,L,4,7,,46-58,4,25.0,Bieber,Henry,,3:03,D,18642,.08,-,
105,Friday Aug 5,boxscore,ARI,,COL,W,6,5,,47-58,4,25.5,Devenski,Colomé,Kennedy,3:02,N,17720,.05,+,
106,Saturday Aug 6,boxscore,ARI,,COL,L,2,3,,47-59,4,26.5,Estévez,Kennedy,Bard,2:33,N,21146,.07,-,
107,Sunday Aug 7,boxscore,ARI,,COL,W,6,4,,48-59,4,26.5,Devenski,Colomé,Melancon,3:17,D,20644,.04,+,
108,Monday Aug 8,boxscore,ARI,,PIT,W,3,0,,49-59,4,26.0,Gallen,Banuelos,Kennedy,2:36,N,11275,.05,++,
109,Tuesday Aug 9,boxscore,ARI,,PIT,W,6,4,,50-59,4,26.0,Henry,Thompson,Melancon,3:00,N,12901,.08,+++,
110,Wednesday Aug 10,boxscore,ARI,,PIT,L,4,6,,50-60,4,27.0,Keller,Bumgarner,Stout,3:12,N,12714,.06,-,
111,Thursday Aug 11,boxscore,ARI,,PIT,W,9,3,,51-60,4,26.5,Ginkel,De Jong,,3:20,D,12725,.05,+,
112,Friday Aug 12,boxscore,ARI,@,COL,L,3,5,,51-61,4,27.5,Lamet,Devenski,Estévez,2:33,N,32055,.06,-,
113,Saturday Aug 13,boxscore,ARI,@,COL,W,6,0,,52-61,4,27.5,Gallen,Ureña,,2:47,N,35233,.04,+,
114,Sunday Aug 14,boxscore,ARI,@,COL,W,7,4,,53-61,4,26.5,Henry,Feltner,Kennedy,3:08,D,32442,.06,++,
115,Monday Aug 15,boxscore,ARI,@,SFG,L,1,6,,53-62,4,27.5,Cobb,Bumgarner,,3:00,N,20694,.08,-,
116,Tuesday Aug 16,boxscore,ARI,@,SFG,L-wo,1,2,,53-63,4,27.5,Brebbia,Kennedy,,2:46,N,20897,.05,--,
117,Wednesday Aug 17,boxscore,ARI,@,SFG,W,3,2,,54-63,4,27.5,Ramirez,Leone,Melancon,3:07,N,22649,.04,+,
118,Thursday Aug 18,boxscore,ARI,@,SFG,W,5,0,,55-63,4,26.5,Gallen,Webb,,2:55,D,26197,.05,++,
119,Friday Aug 19,boxscore,ARI,,STL,L,1,5,,55-64,4,27.5,Mikolas,Henry,,2:52,N,32183,.06,-,
120,Saturday Aug 20,boxscore,ARI,,STL,L,7,16,,55-65,4,28.5,Cabrera,Bumgarner,,3:43,N,34248,.06,--,
121,Sunday Aug 21,boxscore,ARI,,STL,L,4,6,,55-66,4,29.5,Woodford,Mantiply,Gallegos,3:35,D,25064,.04,---,
122,Tuesday Aug 23,boxscore,ARI,@,KCR,W,7,3,,56-66,4,29.0,Mantiply,Staumont,,3:29,N,12427,.02,+,
123,Wednesday Aug 24,boxscore,ARI,@,KCR,L,3,5,,56-67,4,30.0,Singer,Ramirez,,2:59,N,10531,.03,-,
124,Friday Aug 26,boxscore,ARI,@,CHW,W,7,2,,57-67,4,30.0,Henry,Cueto,,2:40,N,33054,.03,+,
125,Saturday Aug 27,boxscore,ARI,@,CHW,W,10,5,,58-67,4,29.0,Kelly,Martin,,3:32,N,25837,.03,++,
126,Sunday Aug 28,boxscore,ARI,@,CHW,W,3,2,,59-67,4,29.0,Ramirez,Graveman,Kennedy,2:50,D,29781,.03,+++,
127,Monday Aug 29,boxscore,ARI,,PHI,W,13,7,,60-67,4,29.0,Frías,Sánchez,,3:35,N,18594,.04,++++,
128,Tuesday Aug 30,boxscore,ARI,,PHI,W,12,3,,61-67,3,29.0,Gallen,Nola,,2:59,N,16873,.05,+++++,
129,Wednesday Aug 31,boxscore,ARI,,PHI,L,2,18,,61-68,3,29.0,Falter,Henry,,3:26,N,13690,.06,-,
130,Thursday Sep 1,boxscore,ARI,,MIL,W,5,0,,62-68,3,28.0,Kelly,Woodruff,,2:28,N,10495,.03,+,
131,Friday Sep 2,boxscore,ARI,,MIL,W,2,1,,63-68,3,27.0,Nelson,Lauer,Kennedy,2:51,N,13488,.04,++,
132,Saturday Sep 3,boxscore,ARI,,MIL,L,6,8,10,63-69,4,28.0,Williams,Mantiply,Rogers,4:12,N,22138,.05,-,
133,Sunday Sep 4,boxscore,ARI,,MIL,W,5,1,,64-69,4,28.0,Gallen,Alexander,,2:39,D,20274,.04,+,
134,Monday Sep 5,boxscore,ARI,@,SDP,W,5,0,,65-69,4,27.0,Nelson,Snell,,2:51,D,37713,.07,++,
135,Tuesday Sep 6,boxscore,ARI,@,SDP,L-wo,5,6,,65-70,4,28.0,Martinez,Kennedy,,3:13,N,31380,.08,-,
136,Wednesday Sep 7,boxscore,ARI,@,SDP,L,3,6,,65-71,4,29.0,Darvish,Henry,Hader,3:03,N,36948,.05,--,
137,Friday Sep 9,boxscore,ARI,@,COL,L-wo,10,13,,65-72,3,29.0,Bard,Smith,,3:05,N,34848,.02,---,
138,Saturday Sep 10,boxscore,ARI,@,COL,L,1,4,,65-73,4,30.0,Lawrence,Bumgarner,Bard,3:01,N,27871,.01,----,
139,Sunday Sep 11,boxscore,ARI,@,COL,W,12,6,,66-73,4,30.0,Gallen,Feltner,,3:46,D,27546,.00,+,
140,Monday Sep 12,boxscore,ARI,,LAD,L,0,6,,66-74,4,31.0,Anderson,Nelson,,2:37,N,19393,.01,-,
141,Tuesday Sep 13,boxscore,ARI,,LAD,L,0,4,,66-75,4,32.0,Kershaw,Kelly,,2:54,N,21143,.00,--,
142,Wednesday Sep 14,boxscore,ARI,,LAD,W-wo,5,3,10,67-75,4,31.0,Moronta,Kimbrel,,3:18,N,22971,.00,+,
143,Thursday Sep 15,boxscore,ARI,,SDP,W,4,0,,68-75,4,30.5,Jameson,Manaea,,2:38,N,17121,.00,++,
144,Friday Sep 16,boxscore,ARI,,SDP,L,3,12,,68-76,4,31.5,Snell,Bumgarner,,2:58,N,19945,.00,-,
145,Saturday Sep 17,boxscore,ARI,,SDP,L,0,2,,68-77,4,32.5,Musgrove,Gallen,Hader,2:51,N,29796,.00,--,
146,Sunday Sep 18,boxscore,ARI,,SDP,L,1,6,,68-78,4,33.5,Darvish,Nelson,,3:03,D,20480,.00,---,
147,Monday Sep 19,boxscore,ARI,@,LAD,L,2,5,,68-79,4,34.5,Kershaw,Kelly,,2:46,N,44854,.00,----,
148,Tuesday Sep 20 (1),boxscore,ARI,@,LAD,L,5,6,,68-80,4,34.5,Pepiot,Ginkel,Martin,3:30,D,38902,.00,-----,
149,Tuesday Sep 20 (2),boxscore,ARI,@,LAD,W,5,2,,69-80,4,34.5,Jameson,Anderson,Moronta,2:49,N,43097,.00,+,
150,Wednesday Sep 21,boxscore,ARI,@,LAD,W,6,1,,70-80,4,33.5,Bumgarner,May,,2:53,N,38845,.00,++,
151,Thursday Sep 22,boxscore,ARI,@,LAD,L-wo,2,3,,70-81,4,34.5,Kimbrel,Moronta,,3:05,N,47907,.00,-,
152,Friday Sep 23,boxscore,ARI,,SFG,L,5,6,,70-82,4,34.5,Young,Smith,Doval,3:37,N,25949,.00,--,
153,Saturday Sep 24,boxscore,ARI,,SFG,W,5,2,,71-82,4,34.5,Kelly,Cobb,Moronta,2:37,N,24504,.00,+,
154,Sunday Sep 25,boxscore,ARI,,SFG,L,2,3,,71-83,4,35.5,Junis,Frías,Doval,3:19,D,25389,.00,-,
155,Tuesday Sep 27,boxscore,ARI,@,HOU,L,2,10,,71-84,4,35.5,Garcia,Davies,,3:28,N,37480,.00,--,
156,Wednesday Sep 28,boxscore,ARI,@,HOU,W,5,2,10,72-84,4,35.5,Moronta,Smith,Melancon,3:29,N,35670,.00,+,
157,Friday Sep 30,boxscore,ARI,@,SFG,L,4,10,,72-85,4,37.0,Cobb,Kelly,,2:59,N,28478,.00,-,
158,Saturday Oct 1,boxscore,ARI,@,SFG,W,8,4,,73-85,4,37.0,Jameson,Junis,,3:10,D,30630,.00,+,
159,Sunday Oct 2,boxscore,ARI,@,SFG,L-wo,3,4,10,73-86,4,37.0,Cotton,Widener,,3:36,D,34824,.00,-,
160,Monday Oct 3,boxscore,ARI,@,MIL,L-wo,5,6,10,73-87,4,37.0,Boxberger,Moronta,,3:19,N,18612,.00,--,
161,Tuesday Oct 4,boxscore,ARI,@,MIL,L,0,3,,73-88,4,37.0,Lauer,Gallen,Strzelecki,3:02,N,19611,.00,---,
162,Wednesday Oct 5,boxscore,ARI,@,MIL,W,4,2,,74-88,4,37.0,Poppen,Gott,Ginkel,2:43,D,18765,.00,+,

1,Thursday Apr 7,boxscore,ATL,,CIN,L,3,6,,0-1,4,1.0,Mahle,Fried,Santillan,3:01,N,40545,.96,-,
2,Friday Apr 8,boxscore,ATL,,CIN,W,7,6,,1-1,3,1.0,Morton,Sanmartin,,3:07,N,40234,.92,+,
3,Saturday Apr 9,boxscore,ATL,,CIN,W,2,1,,2-1,3,1.0,Wright,Gutierrez,Smith,2:50,N,40310,.94,++,
4,Sunday Apr 10,boxscore,ATL,,CIN,L,3,6,,2-2,3,1.0,Greene,Anderson,Warren,3:14,D,38233,.94,-,
5,Monday Apr 11,boxscore,ATL,,WSN,L,2,11,,2-3,3,1.5,Rogers,Ynoa,,3:33,N,42263,.96,--,
6,Tuesday Apr 12,boxscore,ATL,,WSN,W,16,4,,3-3,3,1.0,Elder,Corbin,Stephens,3:37,N,31462,.93,+,
7,Wednesday Apr 13,boxscore,ATL,,WSN,L,1,3,,3-4,3,2.0,Gray,Fried,Rainey,2:57,D,31959,.97,-,
8,Thursday Apr 14,boxscore,ATL,@,SDP,L,1,12,,3-5,3,2.5,Musgrove,Morton,,3:07,N,44844,.89,--,
9,Friday Apr 15,boxscore,ATL,@,SDP,W,5,2,,4-5,2,2.5,O'Day,Johnson,Jansen,3:22,N,41993,.86,+,
10,Saturday Apr 16,boxscore,ATL,@,SDP,W,5,2,,5-5,2,1.5,Anderson,Martinez,Jansen,2:57,D,36924,.91,++,
11,Sunday Apr 17,boxscore,ATL,@,SDP,L,1,2,,5-6,2,2.5,Darvish,Elder,Rogers,2:54,D,37694,.95,-,
12,Monday Apr 18,boxscore,ATL,@,LAD,L,4,7,,5-7,3,3.0,Kershaw,Ynoa,Kimbrel,3:14,N,52052,.88,--,
13,Tuesday Apr 19,boxscore,ATL,@,LAD,W,3,1,,6-7,2,3.5,Fried,Buehler,Jansen,2:49,N,51889,.85,+,
14,Wednesday Apr 20,boxscore,ATL,@,LAD,L,1,5,,6-8,2,3.5,Gonsolin,Morton,,2:43,D,38888,.88,-,
15,Friday Apr 22,boxscore,ATL,,MIA,W,3,0,,7-8,2,4.0,Wright,Rogers,Jansen,3:04,N,40402,.86,+,
16,Saturday Apr 23,boxscore,ATL,,MIA,L,7,9,,7-9,2,4.0,Okert,Strider,Scott,3:44,N,41931,.92,-,
17,Sunday Apr 24,boxscore,ATL,,MIA,L,4,5,,7-10,3,5.0,Luzardo,Elder,Head,3:42,D,38440,.86,--,
18,Tuesday Apr 26,boxscore,ATL,,CHC,W,3,1,,8-10,3,5.5,Fried,Stroman,Jansen,2:31,N,31990,.78,+,
19,Wednesday Apr 27,boxscore,ATL,,CHC,L,3,6,10,8-11,4,5.5,Robertson,Matzek,Wick,4:04,N,30362,.81,-,
20,Thursday Apr 28,boxscore,ATL,,CHC,W,5,1,,9-11,4,5.0,Wright,Smyly,,2:49,N,34183,.76,+,
21,Friday Apr 29,boxscore,ATL,@,TEX,W,6,3,,10-11,3,5.0,Anderson,Richards,Jansen,3:23,N,25829,.79,++,
22,Saturday Apr 30,boxscore,ATL,@,TEX,L,1,3,,10-12,4,5.0,Dunning,Elder,Barlow,2:16,N,36097,.81,-,
23,Sunday May 1,boxscore,ATL,@,TEX,L,3,7,,10-13,4,6.0,Hearn,Muller,,3:00,D,38316,.76,--,
24,Monday May 2,boxscore,ATL,@,NYM,W,5,2,,11-13,4,5.0,Fried,Bassitt,Jansen,3:18,N,23413,.81,+,
25,Tuesday May 3 (1),boxscore,ATL,@,NYM,L,4,5,,11-14,4,7.0,Peterson,Morton,Díaz,2:49,D,,.88,-,
26,Tuesday May 3 (2),boxscore,ATL,@,NYM,L,0,3,,11-15,4,7.0,Carrasco,Wright,Lugo,2:18,D,27206,.85,--,
27,Wednesday May 4,boxscore,ATL,@,NYM,W,9,2,,12-15,3,6.0,Anderson,Megill,,3:28,D,23973,.76,+,
28,Friday May 6,boxscore,ATL,,MIL,L,3,6,,12-16,3,7.0,Lauer,McHugh,Hader,3:15,N,36307,.82,-,
29,Saturday May 7,boxscore,ATL,,MIL,W,3,2,,13-16,3,6.5,Fried,Burnes,Jansen,2:57,N,37857,.72,+,
30,Sunday May 8,boxscore,ATL,,MIL,W,9,2,,14-16,2,6.0,Morton,Ashby,,2:52,D,36551,.78,++,
